"id";"text";"TAR";"predicted_label";"tokens";"pos_tags"
"1069125156459240";"Oh -- er . Schwabe habben Volltrottel Ministerpräsident . Gruß Sachsen -- wählen bitte .";"group";"";"";""
"1065849560120133";"wir ausreichend Bildung brauchen Bevormunde ehemalig Stasimitarbeiter Hr. Tillich -- Maas .";"public";"";"";""
"1064399073598515";"Gabriele -- hoffentlich sich zeitnah deutlich ändern .";"individual";"";"";""
"1064370850268004";"Sachsen lassen euch bloß unterkriegen Versagerpolitik ügenpressen du .";"group";"";"";""
"1065825330122556";"Herr Gottlieb -- ich fürchten Pegida dereinst Rückblick völlig harmlos Auftakt sich dagewesen Eruption Volk volksfeindlich System anschloss . wir . Volk -- PFCHT Widerstand leisten .";"individual";"";"";""
"1064363103602112";"der sein genau Punkt bringen .";"public";"";"";""
"1064470026924753";"STMME . ZÄHT . SVPnitiative historisch Rekord brechen . Durchsetzungsnitiative mobilisieren Masse . vieler Gemeinde klar Person abstimmen üblich Empfehlung 3 i . VERUFT 28. Februar 2016. SVPDurchsetzungsinitiativ . Gotthardtunnel . Abschaffung Heiratsstrafe . bürgerlich Mehrheit Schweiz sorgen vernünftig jung Sicherheit UR OCH 2. BEBE . senden sie per APOST bitte frankieren er persönlich Abstimmungscouvert Wahlbüro . geben sie Samstag Sonntag persönlich Stimme Urne . es knapp . STMME . ZÄHT .";"public";"";"";""
"1064905916881164";"Momentane man dümm .";"public";"";"";""
"1065830673455355";"helfen Vertrauensfrage sogenannter Regierung .";"public";"";"";""
"1065850386786717";"[@LINK]";"public";"public";"";""
"1064413570263732";"acta Mo e friedlich Moslempartei . wir grüne .";"individual";"";"";""
"1065887196783036";"ich sich hoffen Staatsbürgerkunde ihr .";"public";"";"";""
"1069099443128478";"heilst Grundgesetz -- Bundesrepublik Deutschland -- Deutsches Grundgesetz umgangssprachlich du du hättest genauso lächerlich Figur abgeben Journalist .";"individual";"";"";""
"1065802840124805";"politisch Bildung heißen nichts alle mal Richtung gucken .";"public";"";"";""
"1064655503572872";"ich Zieh sich Pegida nichts merken man Welt sich dreht.herzliche Grüß Erzgebirge -- Freund .";"group";"";"";""
"1069083063130116";"Oh Mann . was Interviewt führen bzw. geben vieler arbeiten Gegensatz Figur .";"public";"";"";""
"1065823896789366";"Staatsbürgerkunde . Marx -- Engel .";"public";"";"";""
"1066106730094416";"wir brauchen politisch Bildung -- unzensiertefreieunverfälscht darstellen Politik .";"public";"";"";""
"1064441993594223";"Tilo -- ich 27 Schild fahren -- ich Parteilos es -- Politik DDR erträglich 27 Straße was Volk Deutschland Schande 27 Straße . du Einzigste sich trauen Straße ich ovember 2014 fast Montag anderer Demos Straße . du mir Problem -- Schau Chronik -- ansonsten geh Arzt .";"individual";"";"";""
"1069102966461459";"kennen Retschmann Straßenverkehr . er ehe grün verwirrt einbürgeren .";"public";"";"";""
"1069105233127899";"denken . Krähe hacken anderer Tauge der sich selber fertigmachen untereinander köstlich jeder versuchen Linksradikaler anderer sein abstrus .";"public";"";"";""
"1065832670121822";"Brandursache klären -- schuldige stehen nächster fest . Reichstagsbrand 1933.urz spät Ermächtigungsgesetz verabschieden Weimarer Demokratie abgewickeln .";"public";"";"";""
"1065883433450079";"Dame Herr linker Fraktion schön Gruss niemals Lüge Gewalt entstehen.schön brav Rase fassen.und Asylbeantrager ich weisen amen Pass einfach weg ist.sich mehrfach anmelden rumpöbeln -- vergewaltig stehen Rauben Zusammenschlag -- Belästig Angst verbreiten . er es echt alle Sachsen ich CHT Sachsen -- neutral brauchen BDUG . Hmmm.unsere Euankömmlinge . WR Deutschland wissen Unrecht -- der es MMER uns geben meistens bestrafen manchmal es Schändung -- Tiermord -- Quälerei -- Brutalität -- Tötungsdelikten.aber . sie kennen Gesetz deutsch Mitbürger . .der . Rest lassen wir dahingestellen Bildung garnicht . eS fehlen Fall RESPET anderer Deutschland ansässig ultur.egal . Judentum -- Christentum sonstig FREDCH ausgelebt Brauch Religionstum .";"group";"";"";""
"1066040990100990";"überraschen es mich Pegida politisch Bildung Schule . Schelm weder böses denken du .";"public";"";"";""
"1064848076886948";"ich stolz euch Sachse -- ihr schön Mädel habben ihr Vaterlandsstolz kämpfen .";"group";"";"";""
"1066481290056960";"Daniela beide .";"individual";"";"";""
"1065825680122521";"Politiker brauchen Aufklärung Demokratie -- wissen genau der es Demokratie Entscheidung Gesetz Volk verhindern . repräsentativ Demokratie gewählt VolksvertretungParlamentGesetzgeberdt . BUDESTAG direkt Demokratie Wille wahlberechtigt StaatsbürgerVolk stehen . es Oligarchie -- ETEDTATUR -- PolitikerDiktatur . Wahl Partei bringen nichts Wahlrecht demokratisch verändern . es Sinn wählen diktatorisch System -- merken Mensch Wahl .";"public";"";"";""
"1065834113455011";"Oho wählen Pflicht . . ich geben Glaube sterben zuletzt .";"public";"";"";""
"1065823883456034";"Erstklassiger Ommentar -- Herr Grow . Danke .";"individual";"";"";""
"1069127059792383";"ich fragen sich wer wählen eigentlich .";"public";"";"";""
"1065852836786472";"Sachsen brauchen wir alle neu Regierung .";"public";"";"";""
"1069143589790730";"verstehen -- der meister Mensch Baden Würtemberg grüne wählen Gewissen euren ändern .";"group";"";"";""
"1069136533124769";"Cemil Degirmenci leisen deinen mal genau . er stellen selber klar der GG Verfassung -- versuchen sie solcher jubeln . womit ich deinen Nformationshinweis mal dich geben D Neumann -- wer Wiki vollwertig Quelle angeben -- der helfen.und Vefassung sagen Art.120 -- der wir besatzungskoster tragen -- wir demnach was wären.wem zahlen man besatzungskoster . . klar.lasst euch mal verarschen .";"individual";"";"";""
"1065847320120357";"was verstehen er politisch Bildung . politisch Bildung nichts einwenden sie einseitig erfolgen lediglich manipulieren man Tillich Mitstreiter reden hören scheinen Gefahr . nah liegend .";"public";"";"";""
"1065865826785173";"andersdenkende politisch bilden werden.das wir .";"public";"";"";""
"1065832640121825";"Bildungssystem mehr genug linksgrün Deologie unterwandern . woher massiv Hass deutsche Gewalt deutsche Student . nächster Steigerungsform massenhaft Selbstmord Selbstversklavung . es patriotisch Wert vermitteln uns selbstzerstörerisch Situation -- Spaltung Gesellschaft böse Gutmenschen Aufgabe national Dentität -- führen .";"public";"";"";""
"1064373240267765";"unterkriegen lassen -- meckern -- wer sie selber denken Spinner OBE .";"public";"";"";""
"1065798426791913";"politisch Erziehung Politiker mal was .";"public";"";"";""
"1065828320122257";"torsten .";"individual";"";"";""
"1064414723596950";"Tilo Pusch ich schwören es Deutschland Heimat . ich Christ -- ran ich Chance . 15 -- ungefähr 1.500.000 Christ -- aktuell 100.000 Christ raus . ich lieben Deutschland -- insbesondere Sachsen .";"individual";"";"";""
"1065910246780731";"Juliane . fallen Begriff SCHEDEMORATE .";"individual";"";"";""
"1066278033410619";"Michael Grimm Entscheidung Oma AfD wählen -- ich sagen Oma -- lieb Oma .";"individual";"";"";""
"1065979783440444";"Gisela Friebe -- Danke .";"individual";"";"";""
"1064441946927561";"Sachsen euch nichts früh man grüne umgehacken sie der .";"group";"";"";""
"1069142563124166";"Schaut jung Mensch -- alt Herrenrieg bestimmt eure Zukunft . Zukunft liegen ihnen sie ihr leben . schauen . er eure dieser ertrag Steht .";"group";"";"";""
"1069224583115964";"Schwabe Gestern . -- es sein alle schlimm .";"public";"";"";""
"1064399096931846";"Alan .";"individual";"";"";""
"1065875530117536";"Hildegard Müller . Genau sein es .";"individual";"";"";""
"1065824020122687";"ohhh Staatsbürgerkunde mir .";"public";"";"";""
"1065932713445151";"Sachse Multikulti Herr Tillich -- Multikulti scheitern .";"individual";"";"";""
"1064594276912328";"es geben viel worüber sprechen . OTZT . MCH a. PEGDA AfD finden es nötig sich ausgerechnet Israel einzuschleimen -- es ausgerechnet jüdisch Organisation der mir scheinen Mithilfe Schuldgefühle moralisch Erpressung europäisch ändern fremde überflun europäisch ändern unterer Volk zerstören . gewinnen ich soeben Eindruck -- es scheinen jüdisch Organisation geben ihr Amen Buchstabe abkürzt Facebook -- es soeben scheinen Security Check provozieren sobald sie momentan erschein zumindest soeben mir geschehen weshalb ich Ommentar -- der Reihe Buchstabe enthalten offenbar einfach einstellbar löschen quasi Ommentar -- ominös Reihe Buchstabe -- nochmals schreiben Kosten . es sein offensichtlich wir Plattform benutzen genau Deutsch feindlichen kontrollieren wir mithilfen Plattform entkommen . es einfach Lachhaft -- es tödlich ernst .";"public";"";"";""
"1069164643121958";"..";"public";"";"";""
"1065817270123362";"der bestimmen Bewußtsein -- all Marx -- Staatsbürgerkunde DDR . ich Ndoktrination verändern verhalten Mensch -- Ebensbedingung bestimmen verhalten .";"public";"";"";""
"1065909316780824";"Juliane -- wen möchten sie Bildung -- Ausseh wir huldig RegierungParteienUnternehmerWirtschaftsbosse momentan Schreie was Prediger vorgiben Ntention bleiben .";"individual";"";"";""
"1064921366879619";"Tilo Pusch Glück .";"individual";"";"";""
"1069128756458880";"Auc fragwürdig Person .";"public";"";"";""
"1065880436783712";"Herr Tillich mal erging Teilnehmen heißtch Politiker Volke wählen .";"public";"";"";""
"1064518290253260";"bleiben Bescheidenheit . dieser Tugend .";"public";"";"";""
"1064377680267321";"Juliane . was du raußgefunden .";"individual";"";"";""
"1069143743124048";"[@LINK]";"public";"public";"";""
"1064384613599961";"ich Türke Marrokaner Freund geben es Problem . Glaube Politik strikt trennen . jeder Glaube leben versuchen Glaube überstülpen . geben Hass .";"public";"";"";""
"1066090603429362";"Juliane Mal nachdenken . kommunistisch Gehirnwasche ungebakt -- der demokratisch Profan .";"individual";"";"";""
"1069077826463973";"kotz .";"public";"";"";""
"1065895823448840";"politisch Bildung Kulturmarxismus Gehirnwäsch .";"public";"";"";""
"1065806996791056";"Staatsbürgerkunde . DDR laden grüßen 40 DDR . Ha Ha Blockflot Tillich geben Unterricht .";"public";"";"";""
"1064370740268015";"du sich komplett verarschen ich denken Kommend Chat Kosten Whatever Analritter Stufe kommsen du angehimmelt kriegst raus man ich mir willen ich zusammenreimen was du mir sagen lebst du Deutschland 3 kochen ich kenn Asylant deutsch du .";"individual";"";"";""
"1064634410241648";"Sachse Unterstützung Ausland . ich sagen Polen Tschechien . Gutmenschen mittlerweile jämmerlich Haufen . sie mittlerweile Minderheit Europa schütteln solch naiv krank Mensch .";"public";"";"";""
"1065799113458511";"kennen ich früh Stabü . total langweilig ..";"public";"";"";""
"1064447860260303";"ich Fan Spiegel mal sie sich interessant auseinander setzen Dresden Pegida erfolgreich einzig .";"public";"";"";""
"1065835573454865";"Politoffizier Merkel es richten .";"public";"";"";""
"1065841533454269";"neu iss klar ethnisch Umformung Biss Holpert halt staatlich Umerziehung Väterchen Stalin Vattern Honecker .";"public";"";"";""
"1065824590122630";"Herr Politiker abwart Modus wechseln . mal nächster 810 Milione muslimisch Einwanderer ankommen es irrelevant wer Altbevölkerung Denkt . Annystaat Bürger denken handeln .";"public";"";"";""
"1065938206777935";"Danke Peter Dost .";"individual";"";"";""
"1065801540124935";"Sachse lässen sich Lüge einfach fallen auftischen .";"public";"";"";""
"1064379180267171";"wir Sachsen uns niemals Geisteskrank Politiker Vorschrift lassen . der er ansehen Welt bedacht .";"group";"";"";""
"1065819610123128";"Schaut euch linker Gesindel . Meister ändern Gesinnung -- sie erstmals geregelt Arbeit nachgehen ordentlich Steuer Abgabe zahlen merken sie der man jahrelang schaffen Fleck .";"public";"";"";""
"1064380410267048";"Osten es bleiben Westen . XD . Verseucht bringen .";"public";"";"";""
"1066196066752149";"Schwachöpfe .";"public";"";"";""
"1065824936789262";"Forderung Veröffentlichung geheim Akte Deutschland politisch Vergangenheit scheinen Bildungsverweigerer Rolle spielen . man sich alliierter Siegermächt anlegen . Aufarbeitung Veröffentlichung Volk vorenthalten . Ügenpolitik Gunst Scheindemokratie .";"public";"";"";""
"1065849536786802";"dieser brauchen wir ausgezeichnet Schulbildung ausreichend .";"public";"";"";""
"1069106379794451";"ich grüne deutlich gewiß Zeitungsschmierer arbeiten . sie jemand Diskreditier sie es egal Partei er angehören .";"public";"";"";""
"1064593270245762";"[@LINK]";"public";"public";"";""
"1065826126789143";"man . du ..";"individual";"";"";""
"1065823743456048";"Umerziehung .";"public";"";"";""
"1065863873452035";"es komisch . Gehirnwäsch letzter . Angst Regierung Volk -- treiben seltsam Blüte . der sein Ergebnis Ignorant Verleumdung . seltsam aufbegehren Ostdeutschen Volk 89 mutig bezeichnen . aufbegehren Bevormundung -- Überwachung -- Selbstherrlichkeit diktatorisch Zug heilst Azi .";"public";"";"";""
"1065853190119770";"unglaublich . ZDF uns RFD Chip schmackhaft 9 Monat schreiben ich teuflisch Plan . es Artikel du .";"public";"";"";""
"1065897210115368";"überall fahren Taxi Bus .";"public";"";"";""
"1064623233576099";"Eva Peters genau es . der alle schön vertuschen sie Angst naiv dummgläubig gutmensch Gott halten sich Anweisung erzählen es aussehen .";"individual";"";"";""
"1066007420104347";"politisch Schulbildung . der mal politisch allgemein Bildung Grenzübergänge anbieten . Stundenplan bitte Frau Wille belästig -- begrapsch vergewaltigen ich erlauben Steht Strafe . illegal Grenzübertritt Europa . ich erlauben Zig dentitäten abkassierer Eistung Art . ich erlauben Slamisierung betreiben ich erlauben er wer lernen -- bitte CDU -- SPD grün . Politiker mitnehmen Sich Volkseigentum bereichern ich erlauben Pädo freundlich Drecksäck finanzieren unterstützen ich erlauben . Wille Volk regieren ich erlauben Rentenkasse plündern ich erlauben Altersarmut zulassen ich erlauben Diät schamlos erhöhen ich erlauben . unfassbar Arschlöcher momentan Scheiße reden .";"public";"";"";""
"1069086469796442";"[@LINK]";"public";"public";"";""
"1065834123455010";"linker Auto -- Reuzberg parken AnarchieSymbol kratzen der Arbeiter -- denken der sich Ordnung einsetzen .";"public";"";"";""
"1065856720119417";"Sachsen brauchen mehrGutmenschPropaganda . Fall -- Sachse leuchtend uns alle man sich Wehr setzen Respekt .";"public";"";"";""
"1065875520117537";"Daume Ommentar -- Danke . man wir es ruhig .";"individual";"";"";""
"1066592630045826";"ich kennen Politik Spruch . Politik Hure -- du . was . du willen solange du Bezahlst .";"public";"";"";""
"1065802323458190";"hab ich schlafen du .";"public";"";"";""
"1064408500264239";"Torsten Martin selten lachen v.";"individual";"";"";""
"1065848556786900";"[@LINK]";"public";"public";"";""
"1065835766788179";"Gisela Friebe ich Meinung -- sich vieler Rentner Altpartei abwend Schaut man sich Demos PEGDA AfD vieler alt Mensch .";"individual";"";"";""
"1065810020124087";"man klatsch Haus brennen Mensch .";"public";"";"";""
"1069175566454199";"Retschmann Linker Anhänger Menschenschlächter Mao Tse Tung -- der 50 Million tote Friedenszeit verantwortlich retschman Onsorten Gefahr Rechtstaat .";"public";"";"";""
"1069188103119612";"Auweia .";"public";"";"";""
"1064361840268905";"Alessandro Gentile -- fällen mir was du schreibst.st BaWü Bundesland -- der rot grün vers.ist .";"individual";"";"";""
"1066007663437656";"stimmen ich dir voll .";"individual";"";"";""
"1066462050058884";"Juliane geistig behindert Partei .";"individual";"";"";""
"1065896900115399";"Michael Grimm . hässlich Fratze . sehen Mensch . Westen es es uns geben . Onsumgüter wir zusätzlich ombinaten produzieren Westen . wir 16 Million Einwohner tüchtig Arbeiter -- der bissch wer wir ich System preisen es was abhen schier Wahnsinn .";"individual";"";"";""
"1065827996788956";"Politiker mal sich anfangen . der frei man rechts einstellen .";"public";"";"";""
"1069103569794732";"mal Herr Retschmann mir verdächtig -- er verwirren er nehmen solcher Mittelche Volker Beck . er Frage folgen geben merkwürdig Antwort -- Waldfee -- Mensch regieren Bundesland -- danken -- wer bringen irgendwie Trost -- impfst Partei -- der schnell entsorgen der .";"public";"";"";""
"1065839686787787";"Conny Gleu . was bringen ungültig wählen gewählt Stimme aufteilen sie mir bitte erklären ich verstehen es .";"individual";"";"";""
"1065853216786434";"ich sehen Demos AfD Erfurt vieler Rentner -- der Wind Wetter erscheinen Sicher geben es Gewohnheit CDU SPD wählen der längst alle .";"public";"";"";""
"1065813310123758";"man Politik Volk -- Volk man politisch Bildung notwendig . mittlerweile wissen mündig Bürger -- was er Staat halten jetzig Politik -- alt SEDStil -- Auge praktizieren Eskalation sagen absehbar . der Sachsen -- bundesweit .";"public";"";"";""
"1065802966791459";"wir brauchen neu Politik .";"public";"";"";""
"1065828656788890";"was wir benötigen Meinungsfreiheit .";"public";"";"";""
"1064443133594109";"wir and . gemeinsam wir Stark .";"public";"";"";""
"1069080809797008";"gehören Partei dieser Beck.oder .. ja.man hören es . es Ieferant Verzug . wer wählen eigentlich solcher eut ..";"public";"";"";""
"1064440160261073";". Uni einzig halt WessieVersager -- der Studienzulassung anderer Uni bekommen 90er aufnehmen . wir Salat .";"public";"";"";""
"1064996736872082";"Gerry Zuhlig . Weltkrieg 17 Million tote verursachen ichtMuslim . 2. Weltkrieg 5055000000 tot verursachen ichtMuslim 3. agasaki Atombombe 200.000 tote verursachen ichtMuslim . 4. rufen Vietnam 5 Million tote verursachen ichtMuslime 5. rufen Bosnien osovo 500.000 tote verursachen ichtMuslim . 6. rufen ran 1.200.000 Todesfall verursachen ichtMuslim 7. Afghanistan -- Burma usw verursachen ichtMuslime . du denken der Problem du ihnen sagen verursachen Orruption Erde -- sagen sie wir Friedensmacher -- Reformer . 02.11.";"individual";"";"";""
"1064381780266911";"ihr es glauben . Worms 9 lasse wussen fast alle Schulklasse Sachsen liegen . was Sachsen . Dresden liegen fallen nichts . Schulbildung alias Worms einfach unfassbar .";"public";"";"";""
"1069177186454037";"der euch einziehen aller dumm inderfick drogenkranken grünen .";"public";"";"";""
"1065818066789949";"Gehirnwäsch treffen eher .";"public";"";"";""
"1065828670122222";"wieso Sachse . zumindest eher Bundeszentrale politisch Bildung . z.Bsp. Sachsen Politik weitergebilden . scheren . Bundeszentrale mal nachdenken Schwachsinn . . denken reden . oh . der echt weh .";"group";"";"";""
"1064678616903894";"ich mal gespannt was genau Sachsen Vorzeigebundesland . man stolz Clausnitz -- Freital Co. .";"public";"";"";""
"1065822366789519";"Deutschland rollen gewaltig Armutswelle . mir Angst Bange . der sicher CDU SPD wählen . Oma wählen AFD 87.";"public";"";"";""
"1069101569794932";"crystalisieren du sich einige raus . D.";"public";"";"";""
"1066428593395563";"komplett Erneuerung Schulbildung mal Töt heutig angepassen politisch Bildung . erziehen man sich dumm Mensch -- Partei wählen es neu Politiker entstehen man eventuell mal Versprechen Wahlthemen glauben bislang Politiker gemeinsam sie verlogen wirtschaften Tasche was . mal einer freiwillig sagen Diät erhöhen senken wir Steuer . verdienen Politiker soviel Geld soviel gequält Scheiße -- Friseurin stehen oh Salon trotz Mindestlohn Hartz 4 aufstocken . Altenpfleger bzw Pflegeberuf Herzblut Bewohner sie verdienen Witz . verdienen Politiker . mal debattieren ihr mal . wer sinnvoll .";"public";"";"";""
"1069093459795743";"interviewen zeigen Ügenpresse . Interviewte bringen bestimmt Aussage . Frau Petry Grenzschließung -- es entscheidend Wort eher Verhör interviewt . es spielen Rolle wer Opfer .";"public";"";"";""
"1069088383129584";"zeigen sich Kompetent Politiker speziell unreif grüne . sie denken alle Ergebnis .";"public";"";"";""
"1066281116743644";"Albert iss was heißen ungebakt . Ausdruck nichts anfangen meister Mensch normal DDR leben Gehirnwäsch . sicherlich uns Parole nerv du brauchtesen SED eintreten du wolltest schimpfen gemeckert Staat wir mich keiner Stasi abholen .";"individual";"";"";""
"1066008933437529";"politisch Erziehung -- denken . Aufgeklärte Mensch Fressfeinde Demokratiediktator Berlin . Merkelistschuldig .";"public";"";"";""
"1065810836790672";"Bildung Bevölkerung Geld Flüchtling .";"public";"";"";""
"1065886793449743";"Tilli politisch Frier anscheinend wichtig Wahrheit bleiben .";"public";"";"";""
"1069093209795768";"ich rot Grün wählen .";"public";"";"";""
"1064464676925288";"der ihr euch Antifantendreck aufregen uns mal Hobel bla ..";"group";"";"";""
"1066221073416315";"Sehrt Dan bitte anfangen Dampfe .";"public";"";"";""
"1065867610118328";"beeinflussenden ändern ansetzen . Eltern Zug abfahren Ronie m Ernst.ch all lache üchenhocker . der wir alle euch Untergang retten . eher . es diesmal funktionieren .";"public";"";"";""
"1069110199794069";"grüne Rückgrat -- der Ministerpräsident sabbern Mist ich fußen anstatt linker interviewen mal klar Text sagen Gefühl wählen ihn mitbekommen was z.Zt. abgeht Tändle .";"public";"";"";""
"1064438100261279";"Peter Flemming -- stimmen ich hoffen . es Dauer aller Zustand dulden . mir es Weg ich Montag paar mitbring sagen man Osten man politisch Bildung vernachlässigen was ich sagen Osten Gehirnwäsch funktionieren denken vieler trauen sie sich .";"individual";"";"";""
"1064360643602358";"ich finden es Super Frage . sich . nur.warum unterstützen wir Sachsen bekommen wir der .";"group";"";"";""
"1069125263125896";"Kennst . widerlich .";"individual";"";"";""
"1065946923443730";"lesen siech mich Sachsen gehirngewaschen . ich wissen was schlimmerisen Osten Flüchtlingsdrama Meinungsdiktatur Westen .";"public";"";"";""
"1064375313600891";"wir -- Sache deutsche stolz Patriot Hundert ilomet fahren uns Demos Danke . Fazit -- egal Herkomm egal Bundesland -- egal europäisch .";"group";"";"";""
"1065812563457166";"Flüchtling fahren kostenlos Taxi -- überall Steuergeld ich 67 arbeiten mal 800 Euro Rente . man Amok laufen .";"public";"";"";""
"1065815313456891";"Tanzt du Pfeife Umerzieher . Bundeszentrale politisch Bildung . Umerziehung Demokratie Toleranz . BRDStatthalter . Vorgabe Wallstreet Federal Reserve . Demokrat . Früchte er sie erkennen du du .";"public";"";"";""
"1064361833602239";"AZS Mathematiker aturwissenschaftl .";"public";"";"";""
"1065800393458383";"der alle klar aufgeklärt Bürger Gefahr . sie unwissend beschauend Bürger .";"public";"";"";""
"1065851463453276";"Anemone Arnold . Rentner unterschätzen . Bürgerinitiative Salafist wir viel erreichen Jahrelang treffen sich Marktplatz Freitagsgebet halten Ope AirVeranstaltung es vorwiegend alt Mensch Rentner schaffen Pierre Vogel sven au Anhänger MG vertreiben .";"individual";"";"";""
"1064429136928842";"sie Ihr aktuell Regierung Lektion erteilen zukünftig gewählt Regierung niemals vergessen du mancher sagen Weltkrieg dumm finanziell Druck zurückführen Europäer Deutschland ausüben sagen wir Weltkrieg dumm europäisch Gesetz zurückführen Europäer auferlegen 8. Fall Dummheit europäisch Regierung physikalisch Konstante D.";"public";"";"";""
"1069085893129833";"ich glauben wenig senil stimmen Gesetz er beachten obwohl er . Politiker er Buch stehen .";"public";"";"";""
"1065846350120454";"ich wählen ungünstig man Widerstand Altpartein leisten Grundbetrag -- welcher Prozente Partei berechnen sich Stimme wahlberechtigte orientieren Menge tatsächlich abgegeben Stimme . helfen Methode -- mir nennen man ausgehen Wahl türmen . . .";"public";"";"";""
"1064357680269321";"man lesen Dresdner einzig knapp 50 Wessi ersetzen . geben aller .";"public";"";"";""
"1065809960124093";"ich steigen Haus Haus ansagen .";"public";"";"";""
"1064373996934356";"ich Sachse Stolz wen ich Schand Fleck Deutschland wohnen ..";"public";"";"";""
"1069140416457714";"der fit Birne .";"public";"";"";""
"1064357356936020";".";"public";"";"";""
"1064427950262294";"Frank Gareiss ich es Bayern gehören Sachsen Polen liegen . der 26 weg .Schulbildung du hauptsach Handy -- PC -- paar Formel -- der sie spät brauchen schlau Jugend . Sachsen Azi ..";"individual";"";"";""
"1069075119797577";"toll Interview .";"public";"";"";""
"1069081006463655";"Retschmann präsentieren uns sicher kompetent auftreten gleichzeitig total Ahnungslosigkeit Blödheit . unfassbar Politiker Ministerpräsident irre ich sich welcher dieser wählen .";"public";"";"";""
"1065839470121142";". Sachse scheinen vieler Dng einzig duckmäusern -- wahrnehmen demonstrieren Meinung sagen ich wünschen mir Sachsen Deutschland .";"public";"";"";""
"1069090543129368";"wieso bezeichnen . grüne liberal proamerikanisch Partei Meinung links der .";"public";"";"";""
"1064371163601306";"Görlitz .";"public";"";"";""
"1069107499794339";"Cemil Degirmenci . Grundgesetz Siegermächt -- der deutsch Volk aufdiktieren -- Volk abgesegnet Verfassung setzen einfach lächerlich .";"individual";"";"";""
"1064711223567300";"Schule Gehirnwäsch betreiben grundlegend Ding lehren .";"public";"";"";""
"1066001586771597";"was bringen Guckt Schweiz . Volk entscheiden .";"public";"";"";""
"1069103353128087";"Seite liken.sonst bringen es nichts .";"public";"";"";""
"1064957393542683";"Marlies Fuchs -- beruflich onsequenzen -- der stark Stück . ich denken der Angst -- es DE Unruhe vermeiden Volk mal Barrikade -- es bremsen .";"individual";"";"";""
"1065870270118062";"tillich wer er Sachse was sie halten was Sorbe möchten .";"public";"";"";""
"1065937926777963";"Vllt . sich Inksterrorist linker Banner mal Herz nehmen wer gewaltbereit autonom erlebnisorientiert Gruppe gemeinsam Sache der einfach unglaubwürdig . Banner PWs Einsatzfahrzeug Polizei Rettungskraft gelten Oh bleiben verlogen Haufen viel übrig .";"group";"";"";""
"1065867113451711";"nennen es Amen tauschen politisch Bildung Gehirnwäsch . der .";"public";"";"";""
